worker_id,age,gender,industry,job_role,experience_years,safety_training,safety_equipment_used,shift,working_hours_per_week,environment_risk,injury_history,injury_occurred
1073,19,male,construction,plumber,11.0,yes,yes,night,2046-04-27,low,0.0,0.0
1074,48,female,manufacturing,quality inspector,0.0,yes,no,day,2068-04-27,low,0.0,1.0
1076,39,female,construction,plumber,2.0,yes,no,night,2051-04-27,medium,1.0,1.0
1077,34,male,healthcare,paramedic,7.0,no,no,day,2033-04-27,medium,0.0,0.0
1078,23,male,construction,plumber,11.0,yes,yes,night,2048-04-27,low,0.0,0.0
1080,57,female,mining,blaster,5.0,yes,no,night,2064-04-27,high,0.0,1.0
1081,57,male,manufacturing,quality inspector,5.0,yes,yes,night,2042-04-27,medium,0.0,0.0
1082,57,male,agriculture,harvester,3.0,yes,yes,night,2064-04-27,medium,0.0,0.0
1083,30,male,manufacturing,welder,0.0,no,yes,day,2055-04-27,high,0.0,1.0
1084,20,female,manufacturing,assembler,2.0,no,yes,day,2064-04-27,low,0.0,0.0
1085,22,female,healthcare,nurse,7.0,no,yes,day,2041-04-27,medium,0.0,0.0
1086,57,male,construction,electrician,1.0,yes,yes,day,2045-04-27,low,0.0,1.0
1087,22,female,construction,electrician,10.0,yes,yes,night,2039-04-27,medium,0.0,0.0
1088,25,female,healthcare,nurse,5.0,yes,no,night,2060-04-27,high,0.0,1.0
1089,19,male,healthcare,paramedic,3.0,no,no,night,2045-04-27,medium,0.0,1.0
1090,34,male,mining,driller,5.0,no,no,night,2040-04-27,medium,0.0,1.0
1091,23,female,healthcare,nurse,6.0,yes,yes,day,2049-04-27,high,0.0,0.0
1092,46,male,healthcare,nurse,4.0,yes,yes,night,2037-04-27,medium,0.0,0.0
1093,39,female,mining,blaster,3.0,no,yes,night,2047-04-27,high,0.0,1.0
1094,47,female,agriculture,farmer,7.0,yes,no,day,2060-04-27,high,0.0,1.0
1095,35,male,construction,electrician,4.0,no,yes,night,2067-04-27,medium,0.0,0.0
1096,47,male,mining,blaster,4.0,no,no,day,2042-04-27,medium,0.0,1.0
1097,45,male,mining,machine operator,5.0,no,no,day,2053-04-27,low,0.0,1.0
1098,44,female,mining,blaster,5.0,no,no,day,2055-04-27,medium,0.0,1.0
1099,55,male,healthcare,nurse,8.0,no,no,night,2044-04-27,medium,0.0,0.0
1100,36,female,construction,builder,3.0,yes,no,night,2038-04-27,medium,1.0,1.0
1101,56,male,mining,blaster,5.0,yes,yes,day,2062-04-27,medium,1.0,1.0
1102,56,female,manufacturing,technician,4.0,no,no,day,2060-04-27,low,0.0,1.0
1103,53,male,mining,blaster,6.0,no,no,night,2025-04-30,medium,0.0,0.0
1104,45,male,construction,electrician,8.0,no,no,night,2068-04-27,low,0.0,0.0
1105,37,male,mining,driller,4.0,yes,yes,night,2047-04-27,medium,0.0,0.0
1106,27,male,agriculture,irrigation technician,3.0,yes,no,day,2034-04-27,medium,1.0,0.0
1107,48,female,healthcare,lab technician,0.0,no,no,night,2050-04-27,medium,0.0,0.0
1108,20,male,mining,machine operator,8.0,no,yes,day,2039-04-27,medium,0.0,0.0
1109,38,male,agriculture,harvester,8.0,yes,no,night,2055-04-27,high,0.0,1.0
1110,33,female,healthcare,nurse,7.0,yes,yes,night,2025-04-30,low,0.0,0.0
1111,48,male,manufacturing,assembler,8.0,yes,no,night,2056-04-27,low,1.0,0.0
1112,42,male,construction,plumber,4.0,yes,yes,day,2040-04-27,low,0.0,0.0
1113,24,male,agriculture,harvester,4.0,no,yes,day,2058-04-27,low,0.0,1.0
1114,43,male,agriculture,harvester,8.0,yes,yes,night,2039-04-27,medium,0.0,1.0
1115,37,male,mining,surveyor,3.0,no,no,day,2036-04-27,medium,0.0,0.0
1116,33,female,manufacturing,welder,1.0,yes,yes,day,2067-04-27,high,0.0,0.0
1117,31,male,agriculture,farmer,4.0,no,no,night,2057-04-27,medium,0.0,0.0
1118,22,male,agriculture,farmer,6.0,no,yes,night,2036-04-27,low,0.0,0.0
1119,19,female,manufacturing,welder,7.0,yes,yes,night,2025-04-30,medium,0.0,0.0
1120,42,male,construction,builder,6.0,no,no,night,2032-04-27,medium,0.0,1.0
1121,19,female,agriculture,harvester,5.0,no,no,night,,low,0.0,0.0
1122,56,male,healthcare,lab technician,3.0,yes,yes,day,2053-04-27,medium,0.0,0.0
1123,34,male,agriculture,harvester,3.0,no,no,night,2059-04-27,medium,0.0,0.0
1124,28,male,manufacturing,technician,4.0,yes,yes,night,2053-04-27,medium,0.0,0.0
1125,43,male,manufacturing,welder,3.0,no,no,night,2039-04-27,medium,0.0,0.0
1126,33,female,healthcare,paramedic,4.0,no,no,night,2069-04-27,medium,0.0,0.0
1127,32,male,agriculture,harvester,6.0,no,yes,night,2040-04-27,high,1.0,0.0
1128,22,female,manufacturing,assembler,2.0,yes,yes,day,2064-04-27,low,0.0,1.0
1129,51,female,mining,driller,2.0,yes,no,night,2052-04-27,medium,1.0,1.0
1130,43,male,manufacturing,welder,0.0,no,yes,night,2062-04-27,low,0.0,0.0
1131,58,female,manufacturing,quality inspector,1.0,yes,no,day,2049-04-27,high,0.0,0.0
1132,45,male,agriculture,farmer,6.0,no,yes,night,2042-04-27,medium,0.0,1.0
1133,47,male,healthcare,paramedic,4.0,no,yes,night,2025-04-30,medium,0.0,0.0
1134,41,female,healthcare,nurse,2.0,no,yes,night,2066-04-27,low,0.0,1.0
1135,53,male,agriculture,harvester,3.0,no,no,night,2045-04-27,low,0.0,0.0
1136,38,female,healthcare,lab technician,3.0,no,no,day,2065-04-27,medium,0.0,0.0
1137,56,male,mining,driller,6.0,no,no,night,2038-04-27,low,0.0,1.0
1139,37,female,healthcare,lab technician,2.0,yes,yes,day,2066-04-27,medium,0.0,0.0
1140,46,female,agriculture,farmer,2.0,yes,yes,day,2036-04-27,low,0.0,0.0
1141,22,male,healthcare,paramedic,6.0,yes,no,day,2062-04-27,medium,0.0,0.0
1142,46,male,manufacturing,assembler,6.0,no,no,night,2043-04-27,low,0.0,1.0
1143,59,female,mining,driller,4.0,no,yes,night,2047-04-27,high,0.0,1.0
1145,55,male,construction,plumber,7.0,no,no,day,2054-04-27,low,0.0,1.0
1147,22,female,healthcare,paramedic,3.0,yes,yes,night,2059-04-27,medium,0.0,0.0
1148,43,female,healthcare,paramedic,2.0,no,yes,night,2059-04-27,low,0.0,0.0
1150,19,male,mining,driller,10.0,no,no,day,2060-04-27,medium,0.0,0.0
1151,35,female,agriculture,harvester,4.0,yes,no,day,2039-04-27,medium,0.0,1.0
1152,42,female,construction,plumber,0.0,no,yes,night,2063-04-27,low,0.0,1.0
1153,23,male,mining,machine operator,0.0,yes,no,night,2032-04-27,medium,0.0,0.0
1154,23,female,healthcare,nurse,7.0,yes,yes,night,2041-04-27,low,0.0,0.0
1155,56,female,agriculture,harvester,4.0,no,no,day,2051-04-27,low,0.0,0.0
1157,36,male,agriculture,farmer,9.0,yes,no,day,2037-04-27,medium,0.0,0.0
1158,49,male,healthcare,nurse,3.0,yes,no,day,2055-04-27,medium,0.0,0.0
1159,59,male,agriculture,farmer,7.0,yes,no,day,2062-04-27,high,0.0,0.0
1160,33,female,construction,builder,7.0,no,no,day,2052-04-27,medium,0.0,1.0
1161,25,male,mining,machine operator,6.0,yes,no,day,2034-04-27,low,0.0,0.0
1162,32,male,mining,machine operator,1.0,yes,no,day,2042-04-27,medium,0.0,0.0
1163,50,male,mining,driller,0.0,yes,yes,day,2059-04-27,medium,1.0,0.0
1164,18,female,mining,surveyor,4.0,yes,yes,night,2067-04-27,high,0.0,0.0
1165,55,male,mining,driller,7.0,yes,no,night,2046-04-27,low,0.0,1.0
1166,23,female,healthcare,lab technician,9.0,yes,no,day,2043-04-27,medium,0.0,0.0
1167,56,female,mining,surveyor,5.0,yes,yes,day,2052-04-27,medium,0.0,1.0
1168,42,male,construction,foreman,6.0,yes,no,day,2042-04-27,medium,0.0,1.0
1170,59,female,healthcare,nurse,1.0,yes,no,night,2035-04-27,medium,0.0,0.0
1171,36,male,agriculture,irrigation technician,6.0,yes,yes,day,2040-04-27,medium,0.0,0.0
1172,18,male,healthcare,nurse,1.0,yes,yes,night,2056-04-27,medium,0.0,0.0
1173,29,female,agriculture,farmer,4.0,yes,yes,day,2045-04-27,high,1.0,0.0
1174,46,female,construction,foreman,3.0,yes,no,night,2064-04-27,medium,0.0,1.0
1176,31,male,agriculture,irrigation technician,1.0,yes,yes,night,2054-04-27,medium,0.0,1.0
1177,43,male,agriculture,harvester,5.0,yes,no,day,2050-04-27,high,0.0,1.0
1178,59,male,mining,driller,7.0,yes,yes,day,2035-04-27,medium,0.0,1.0
1179,45,male,agriculture,farmer,6.0,no,no,night,2051-04-27,low,1.0,0.0
1180,22,female,agriculture,farmer,6.0,yes,yes,night,2064-04-27,low,0.0,0.0
1182,19,female,manufacturing,quality inspector,7.0,yes,no,night,2069-04-27,medium,0.0,0.0
1183,56,male,construction,foreman,0.0,no,yes,night,2050-04-27,medium,0.0,0.0
1184,55,male,mining,surveyor,8.0,yes,no,night,2049-04-27,medium,0.0,0.0
1185,49,female,healthcare,paramedic,3.0,no,yes,night,2032-04-27,low,0.0,1.0
1186,30,male,healthcare,nurse,1.0,yes,yes,day,2048-04-27,high,0.0,1.0
1187,52,female,manufacturing,quality inspector,2.0,no,no,night,2051-04-27,medium,0.0,1.0
1188,20,female,manufacturing,assembler,5.0,yes,yes,night,2049-04-27,high,0.0,0.0
1189,50,female,agriculture,farmer,5.0,no,no,night,2045-04-27,medium,0.0,1.0
1191,26,male,manufacturing,assembler,6.0,no,no,day,2061-04-27,low,0.0,1.0
1192,22,male,construction,electrician,5.0,yes,yes,night,2051-04-27,medium,0.0,0.0
1193,35,male,construction,builder,2.0,no,yes,night,2045-04-27,low,0.0,1.0
1194,46,female,manufacturing,quality inspector,5.0,no,yes,day,2052-04-27,medium,1.0,1.0
1195,38,female,manufacturing,welder,5.0,yes,no,night,2046-04-27,low,0.0,0.0
1196,47,male,agriculture,harvester,7.0,yes,yes,night,2048-04-27,medium,0.0,0.0
1197,35,male,manufacturing,quality inspector,8.0,yes,no,day,2068-04-27,medium,0.0,0.0
1199,42,male,mining,driller,4.0,no,no,night,2050-04-27,medium,0.0,0.0
1200,47,male,construction,builder,3.0,yes,no,day,2045-04-27,medium,0.0,0.0
1201,33,female,manufacturing,assembler,0.0,yes,yes,night,2050-04-27,medium,1.0,1.0
1202,58,male,mining,blaster,7.0,no,yes,day,2035-04-27,low,0.0,0.0
1203,19,female,construction,builder,5.0,no,no,night,2067-04-27,medium,0.0,0.0
1205,31,female,manufacturing,quality inspector,2.0,yes,no,night,2060-04-27,high,0.0,0.0
1206,59,female,mining,machine operator,6.0,yes,yes,day,2061-04-27,high,0.0,0.0
1207,41,female,manufacturing,welder,7.0,no,no,night,2047-04-27,medium,0.0,0.0
1208,26,male,mining,surveyor,4.0,no,yes,night,2064-04-27,medium,1.0,0.0
1209,36,female,agriculture,irrigation technician,4.0,no,yes,night,2040-04-27,medium,0.0,0.0
1210,53,male,healthcare,lab technician,4.0,no,no,day,2059-04-27,medium,0.0,1.0
1211,48,male,construction,builder,1.0,no,yes,night,2058-04-27,high,0.0,1.0
1212,19,male,construction,foreman,6.0,no,yes,night,2049-04-27,medium,0.0,0.0
1213,55,male,agriculture,farmer,8.0,yes,yes,day,2040-04-27,medium,0.0,0.0
1214,25,female,mining,driller,6.0,no,no,day,2058-04-27,medium,0.0,0.0
1215,31,male,healthcare,lab technician,12.0,yes,no,day,2064-04-27,medium,0.0,0.0
1216,20,male,manufacturing,welder,4.0,no,no,night,2068-04-27,medium,0.0,1.0
1217,56,male,construction,foreman,6.0,yes,no,day,2044-04-27,low,0.0,0.0
1218,49,female,mining,blaster,2.0,yes,yes,night,2052-04-27,low,0.0,0.0
1219,31,male,manufacturing,quality inspector,0.0,no,yes,day,2064-04-27,high,0.0,1.0
1220,50,female,healthcare,paramedic,4.0,yes,yes,day,2037-04-27,medium,0.0,1.0
1222,32,female,healthcare,nurse,9.0,yes,yes,night,2052-04-27,medium,0.0,0.0
1223,47,female,mining,surveyor,6.0,yes,no,night,2053-04-27,medium,0.0,1.0
1224,54,female,healthcare,nurse,6.0,yes,yes,day,2053-04-27,medium,0.0,0.0
1225,32,female,mining,driller,2.0,no,no,day,2025-04-30,high,1.0,0.0
1226,57,female,construction,foreman,6.0,no,no,night,2036-04-27,medium,0.0,0.0
1227,39,female,healthcare,nurse,7.0,no,yes,night,2057-04-27,low,0.0,0.0
1228,45,female,manufacturing,assembler,2.0,no,yes,day,2053-04-27,medium,0.0,0.0
1229,25,male,healthcare,paramedic,4.0,yes,yes,day,2037-04-27,medium,0.0,0.0
1230,54,male,mining,surveyor,3.0,yes,no,night,2063-04-27,medium,0.0,1.0
1231,56,male,agriculture,farmer,2.0,no,no,day,2043-04-27,high,0.0,0.0
1232,59,female,mining,surveyor,4.0,yes,no,day,2047-04-27,low,0.0,0.0
1233,55,female,agriculture,harvester,5.0,no,yes,night,2060-04-27,medium,0.0,0.0
1234,36,female,mining,machine operator,7.0,no,no,night,2040-04-27,low,0.0,0.0
1235,40,male,mining,blaster,9.0,no,yes,day,2047-04-27,medium,0.0,1.0
1236,42,female,construction,foreman,5.0,yes,yes,night,2043-04-27,medium,0.0,0.0
1237,32,male,healthcare,paramedic,8.0,yes,no,day,2057-04-27,medium,0.0,0.0
1238,50,female,construction,electrician,0.0,yes,no,night,2039-04-27,low,0.0,0.0
1240,46,male,healthcare,paramedic,5.0,yes,yes,day,2062-04-27,medium,1.0,0.0
1241,50,male,mining,surveyor,3.0,yes,yes,night,2069-04-27,medium,0.0,0.0
1242,18,female,construction,electrician,6.0,yes,yes,night,2062-04-27,low,0.0,1.0
1243,34,female,construction,plumber,6.0,yes,no,night,2063-04-27,medium,0.0,0.0
1244,24,male,manufacturing,welder,4.0,yes,yes,day,2044-04-27,low,0.0,0.0
1245,42,male,manufacturing,welder,8.0,yes,no,night,2053-04-27,low,0.0,1.0
1246,25,male,construction,foreman,1.0,no,no,night,2068-04-27,medium,0.0,0.0
1247,55,female,agriculture,harvester,5.0,yes,no,night,2057-04-27,high,0.0,1.0
1248,34,male,agriculture,irrigation technician,13.0,yes,no,day,2062-04-27,medium,0.0,0.0
1249,33,female,construction,electrician,1.0,yes,no,night,2058-04-27,medium,0.0,1.0
1250,22,male,construction,electrician,1.0,no,yes,day,2039-04-27,medium,0.0,0.0
1251,30,female,healthcare,nurse,0.0,yes,no,night,2037-04-27,medium,0.0,0.0
1252,20,female,agriculture,farmer,7.0,yes,yes,night,2040-04-27,high,0.0,1.0
1253,42,male,agriculture,harvester,5.0,yes,yes,night,2068-04-27,medium,0.0,1.0
1254,57,female,healthcare,nurse,10.0,no,no,day,2025-04-30,high,0.0,1.0
1255,47,female,agriculture,harvester,2.0,yes,no,night,2060-04-27,medium,0.0,0.0
1256,33,male,agriculture,harvester,5.0,yes,yes,day,2036-04-27,medium,0.0,0.0
1257,50,female,manufacturing,assembler,6.0,yes,no,night,2055-04-27,low,0.0,0.0
1258,30,female,manufacturing,quality inspector,3.0,no,no,day,2065-04-27,medium,1.0,0.0
1259,48,female,mining,surveyor,11.0,no,yes,day,2056-04-27,low,0.0,0.0
1260,50,male,agriculture,farmer,1.0,yes,yes,night,2049-04-27,medium,1.0,1.0
1261,49,female,healthcare,nurse,5.0,yes,no,night,2057-04-27,medium,0.0,0.0
1262,56,female,construction,builder,7.0,yes,yes,day,2036-04-27,medium,0.0,0.0
1263,56,male,construction,plumber,6.0,yes,no,day,2037-04-27,medium,0.0,0.0
1264,34,male,construction,electrician,0.0,yes,no,day,2041-04-27,medium,0.0,0.0
1265,25,female,mining,machine operator,8.0,no,yes,night,2058-04-27,high,0.0,0.0
1266,33,male,manufacturing,welder,4.0,no,no,night,2048-04-27,low,0.0,1.0
1267,55,female,agriculture,farmer,7.0,yes,no,day,2055-04-27,high,0.0,1.0
1268,34,male,construction,foreman,5.0,no,yes,night,2044-04-27,medium,0.0,0.0
1269,29,male,manufacturing,assembler,7.0,no,yes,night,2044-04-27,medium,0.0,0.0
1270,52,female,mining,machine operator,7.0,yes,yes,day,2063-04-27,medium,0.0,0.0
1271,22,male,healthcare,nurse,6.0,no,yes,night,2051-04-27,medium,0.0,1.0
1272,29,female,manufacturing,technician,0.0,yes,no,day,2057-04-27,high,0.0,0.0
1273,40,male,healthcare,nurse,0.0,no,no,day,2037-04-27,medium,0.0,1.0
1274,56,male,agriculture,farmer,5.0,no,yes,day,2066-04-27,medium,0.0,0.0
1275,57,male,manufacturing,assembler,0.0,yes,no,night,2063-04-27,low,0.0,1.0
1276,40,female,healthcare,lab technician,3.0,yes,no,night,2036-04-27,medium,0.0,0.0
1277,55,male,healthcare,nurse,7.0,yes,yes,day,2039-04-27,low,0.0,0.0
1278,44,male,construction,builder,6.0,yes,no,night,2065-04-27,high,0.0,1.0
1279,28,female,mining,machine operator,5.0,no,no,night,2063-04-27,low,0.0,0.0
1280,57,male,healthcare,nurse,5.0,yes,yes,night,2041-04-27,medium,0.0,0.0
1281,35,female,manufacturing,welder,1.0,yes,no,day,2035-04-27,medium,0.0,1.0
1282,56,male,construction,electrician,0.0,yes,yes,day,2041-04-27,low,0.0,0.0
1283,18,male,mining,surveyor,1.0,yes,no,day,2053-04-27,medium,0.0,1.0
1285,41,male,healthcare,paramedic,6.0,no,yes,night,2042-04-27,low,1.0,1.0
1286,33,female,manufacturing,technician,7.0,no,yes,night,2062-04-27,high,1.0,1.0
1287,30,male,agriculture,farmer,2.0,yes,no,day,2040-04-27,low,0.0,0.0
1288,46,female,manufacturing,assembler,7.0,yes,no,night,,medium,1.0,0.0
1289,38,male,manufacturing,assembler,8.0,yes,yes,night,,medium,0.0,1.0
1290,23,male,manufacturing,technician,3.0,no,yes,night,2055-04-27,low,0.0,1.0
1291,23,male,mining,driller,2.0,yes,yes,day,,medium,0.0,0.0
1292,54,female,mining,blaster,4.0,no,no,day,2057-04-27,medium,0.0,0.0
1293,50,male,agriculture,farmer,5.0,yes,no,night,2047-04-27,high,0.0,0.0
1295,20,male,healthcare,lab technician,7.0,yes,no,day,2056-04-27,low,0.0,1.0
1296,53,male,construction,builder,7.0,no,no,day,2066-04-27,low,1.0,0.0
1297,19,female,construction,foreman,1.0,no,no,day,2065-04-27,low,1.0,0.0
1298,42,male,agriculture,irrigation technician,5.0,yes,no,night,2055-04-27,medium,0.0,1.0
1299,31,female,agriculture,harvester,6.0,yes,yes,day,2045-04-27,low,1.0,0.0
1300,25,male,agriculture,harvester,1.0,yes,no,day,2053-04-27,low,0.0,0.0
1301,19,male,mining,driller,3.0,yes,yes,night,2047-04-27,medium,0.0,0.0
1302,30,male,manufacturing,technician,5.0,no,yes,night,2062-04-27,high,0.0,1.0
1303,31,male,manufacturing,technician,2.0,yes,no,day,2059-04-27,medium,0.0,0.0
1304,29,female,manufacturing,welder,0.0,yes,yes,night,2057-04-27,high,0.0,0.0
1305,57,female,manufacturing,welder,12.0,yes,no,night,2049-04-27,low,0.0,0.0
1306,51,female,healthcare,nurse,7.0,yes,no,night,2039-04-27,low,0.0,0.0
1307,53,female,healthcare,nurse,4.0,yes,no,day,2052-04-27,high,0.0,0.0
1308,54,female,agriculture,farmer,6.0,yes,no,day,2035-04-27,medium,0.0,0.0
1309,58,male,agriculture,harvester,3.0,yes,yes,day,2055-04-27,medium,0.0,0.0
1310,55,female,healthcare,lab technician,1.0,yes,yes,day,2035-04-27,medium,0.0,0.0
1311,53,male,healthcare,paramedic,3.0,yes,yes,day,2041-04-27,low,0.0,0.0
1312,28,male,mining,surveyor,4.0,yes,yes,day,2065-04-27,medium,0.0,0.0
1313,35,male,manufacturing,assembler,11.0,yes,no,night,2039-04-27,high,0.0,0.0
1314,20,female,manufacturing,technician,2.0,yes,yes,day,2060-04-27,medium,0.0,1.0
1315,28,male,manufacturing,assembler,7.0,yes,yes,night,2039-04-27,low,0.0,0.0
1316,24,male,healthcare,nurse,4.0,yes,yes,day,2044-04-27,medium,1.0,0.0
1317,57,female,agriculture,harvester,6.0,yes,no,day,2036-04-27,medium,0.0,1.0
1318,28,male,mining,driller,12.0,no,no,day,2025-04-30,medium,0.0,0.0
1319,19,male,mining,surveyor,8.0,yes,yes,day,2050-04-27,medium,0.0,0.0
1320,39,female,manufacturing,welder,3.0,yes,no,night,2049-04-27,medium,0.0,1.0
1321,50,female,mining,surveyor,7.0,no,no,day,2040-04-27,medium,0.0,1.0
1322,30,male,agriculture,irrigation technician,6.0,no,yes,night,2045-04-27,medium,0.0,1.0
1323,43,male,healthcare,nurse,6.0,no,no,day,2064-04-27,low,0.0,0.0
1324,56,female,agriculture,farmer,6.0,no,no,night,2057-04-27,medium,0.0,1.0
1325,27,female,healthcare,lab technician,3.0,yes,yes,night,2059-04-27,medium,0.0,0.0
1326,43,female,healthcare,lab technician,6.0,yes,no,day,2025-04-30,medium,0.0,0.0
1327,19,male,healthcare,lab technician,8.0,yes,yes,night,2025-04-30,low,1.0,0.0
1328,57,female,mining,surveyor,4.0,yes,yes,day,2033-04-27,high,0.0,0.0
1329,35,female,manufacturing,welder,5.0,no,yes,night,2038-04-27,low,0.0,0.0
1330,24,male,agriculture,farmer,5.0,yes,yes,night,2045-04-27,medium,0.0,0.0
1331,54,male,healthcare,paramedic,5.0,yes,yes,night,2046-04-27,high,0.0,0.0
1332,25,male,agriculture,farmer,6.0,no,yes,day,2062-04-27,low,1.0,1.0
1333,27,male,mining,machine operator,2.0,yes,no,day,2033-04-27,medium,0.0,1.0
1334,41,female,manufacturing,quality inspector,3.0,no,no,day,,low,0.0,0.0
1336,32,female,healthcare,lab technician,5.0,no,no,day,2064-04-27,medium,0.0,1.0
1338,51,female,mining,driller,6.0,yes,yes,night,2038-04-27,medium,0.0,0.0
1339,23,male,healthcare,paramedic,11.0,yes,no,night,2065-04-27,low,0.0,0.0
1340,43,male,mining,blaster,9.0,no,no,day,2065-04-27,low,0.0,0.0
1341,33,male,agriculture,irrigation technician,4.0,yes,yes,day,2069-04-27,medium,0.0,1.0
1342,35,male,manufacturing,welder,1.0,yes,yes,night,2039-04-27,low,0.0,0.0
1344,51,female,manufacturing,assembler,8.0,no,no,day,2068-04-27,medium,1.0,1.0
1346,51,male,construction,builder,7.0,yes,no,night,2042-04-27,medium,0.0,0.0
1347,49,male,mining,surveyor,0.0,yes,no,day,2060-04-27,high,0.0,0.0
1348,25,male,mining,driller,1.0,yes,yes,night,2050-04-27,medium,0.0,1.0
1349,23,female,agriculture,harvester,4.0,no,no,day,2066-04-27,high,0.0,1.0
1350,42,male,healthcare,nurse,9.0,yes,yes,night,2032-04-27,low,0.0,0.0
1351,27,female,mining,driller,2.0,yes,no,day,2059-04-27,medium,0.0,1.0
1352,29,male,agriculture,harvester,7.0,yes,no,night,2025-04-30,medium,0.0,0.0
1353,30,female,mining,driller,0.0,no,no,night,2039-04-27,medium,1.0,1.0
1354,28,male,healthcare,lab technician,1.0,yes,no,day,2049-04-27,medium,0.0,0.0
1355,27,female,manufacturing,quality inspector,5.0,yes,no,night,2060-04-27,medium,0.0,1.0
1356,23,female,construction,plumber,10.0,yes,no,night,2043-04-27,low,1.0,0.0
1357,36,male,mining,blaster,8.0,yes,yes,day,2059-04-27,low,1.0,0.0
1358,39,female,agriculture,irrigation technician,0.0,yes,yes,night,2054-04-27,high,1.0,1.0
1359,40,female,mining,surveyor,2.0,no,no,day,,low,0.0,0.0
1360,52,female,mining,machine operator,8.0,yes,no,night,2042-04-27,low,0.0,0.0
1361,51,male,manufacturing,quality inspector,4.0,no,yes,night,,medium,0.0,0.0
1362,45,female,construction,electrician,8.0,yes,yes,night,2066-04-27,medium,0.0,1.0
1363,21,male,construction,foreman,7.0,no,no,night,2040-04-27,low,1.0,0.0
1364,52,female,agriculture,farmer,4.0,no,no,day,,low,0.0,0.0
1365,46,female,mining,surveyor,4.0,yes,no,night,2063-04-27,high,0.0,1.0
1366,57,female,construction,electrician,6.0,yes,yes,day,2047-04-27,high,0.0,1.0
1367,36,female,healthcare,paramedic,6.0,yes,yes,night,2032-04-27,high,0.0,1.0
1368,34,male,healthcare,paramedic,7.0,no,no,night,2065-04-27,high,0.0,0.0
1369,47,male,construction,electrician,6.0,yes,no,night,2040-04-27,low,1.0,0.0
1370,25,female,healthcare,nurse,4.0,no,yes,night,2033-04-27,low,1.0,0.0
1371,44,male,mining,machine operator,5.0,no,yes,day,2033-04-27,low,0.0,0.0
1372,21,male,agriculture,harvester,0.0,no,yes,night,2041-04-27,low,0.0,0.0
1373,43,male,agriculture,irrigation technician,3.0,no,no,day,2057-04-27,medium,0.0,1.0
1374,30,female,manufacturing,assembler,4.0,no,no,night,2042-04-27,medium,0.0,0.0
1375,27,female,construction,foreman,2.0,yes,yes,night,2038-04-27,medium,1.0,1.0
1376,49,male,agriculture,irrigation technician,8.0,no,no,night,2062-04-27,high,0.0,1.0
1377,30,female,healthcare,lab technician,2.0,yes,yes,day,2037-04-27,low,0.0,0.0
1378,37,male,mining,machine operator,7.0,no,yes,night,2045-04-27,medium,0.0,0.0
1379,50,female,mining,surveyor,4.0,yes,yes,night,2052-04-27,medium,1.0,0.0
1380,24,female,mining,driller,8.0,yes,no,night,2044-04-27,medium,0.0,0.0
1381,55,female,healthcare,nurse,7.0,yes,no,night,2040-04-27,high,0.0,1.0
1382,41,female,manufacturing,technician,6.0,yes,yes,night,2048-04-27,low,0.0,0.0
1383,25,female,mining,driller,0.0,no,no,day,2052-04-27,high,1.0,0.0
1384,32,female,healthcare,nurse,1.0,yes,no,day,2025-04-30,high,0.0,1.0
1385,31,male,construction,foreman,4.0,no,yes,night,2047-04-27,high,1.0,0.0
1386,44,female,construction,electrician,7.0,yes,yes,day,2056-04-27,medium,0.0,0.0
1387,36,female,construction,foreman,1.0,yes,no,day,2064-04-27,low,1.0,0.0
1388,54,male,mining,machine operator,0.0,yes,yes,day,2032-04-27,medium,0.0,1.0
1389,43,female,mining,driller,5.0,no,yes,day,2050-04-27,medium,0.0,0.0
1390,44,male,agriculture,harvester,0.0,yes,no,night,2046-04-27,medium,0.0,0.0
1391,26,male,manufacturing,assembler,2.0,yes,yes,day,2044-04-27,medium,0.0,0.0
1392,50,male,construction,builder,9.0,yes,no,night,2053-04-27,high,0.0,0.0
1393,27,female,mining,blaster,7.0,no,yes,night,2040-04-27,low,1.0,0.0
1394,54,male,mining,machine operator,0.0,no,yes,day,2049-04-27,medium,0.0,0.0
1395,28,female,healthcare,paramedic,2.0,yes,yes,night,2054-04-27,low,0.0,0.0
1396,31,male,agriculture,irrigation technician,6.0,yes,no,night,2025-04-30,medium,0.0,0.0
1397,22,male,construction,builder,7.0,no,yes,day,2052-04-27,medium,0.0,0.0
1398,33,male,construction,builder,5.0,yes,no,day,2062-04-27,high,0.0,0.0
1399,43,male,mining,surveyor,11.0,yes,yes,day,2043-04-27,low,0.0,0.0
1400,32,male,healthcare,nurse,5.0,no,no,night,2048-04-27,medium,0.0,1.0
1401,27,female,healthcare,paramedic,3.0,yes,no,day,2057-04-27,low,0.0,0.0
1402,59,male,manufacturing,quality inspector,1.0,no,yes,day,2058-04-27,high,0.0,1.0
1403,49,female,healthcare,paramedic,5.0,no,no,night,2068-04-27,medium,0.0,0.0
1404,32,female,construction,foreman,8.0,yes,no,night,2042-04-27,high,0.0,0.0
1405,41,male,mining,machine operator,7.0,yes,no,night,2051-04-27,low,0.0,1.0
1406,26,female,construction,plumber,12.0,yes,yes,day,2057-04-27,high,0.0,1.0
1407,27,female,healthcare,nurse,8.0,yes,yes,day,2047-04-27,medium,0.0,0.0
1408,23,female,manufacturing,welder,5.0,yes,yes,night,2069-04-27,medium,0.0,0.0
