worker_id,age,gender,industry,job_role,experience_years,safety_training,safety_equipment_used,shift,working_hours_per_week,environment_risk,injury_history,injury_occurred
1137,56,Male,Mining,Driller,6,No,No,Night,38,Low,0,1
1138,19,Female,Healthcare,Nurse,0,Yes,No,Day,43,Medium,2,1
1139,37,Female,Healthcare,Lab Technician,2,Yes,Yes,Day,66,Medium,0,0
1140,46,Female,Agriculture,Farmer,2,Yes,Yes,Day,36,Low,0,0
1141,22,Male,Healthcare,Paramedic,6,Yes,No,Day,62,Medium,0,0
1142,46,Male,Manufacturing,Assembler,6,No,No,Night,43,Low,0,1
1143,59,Female,Mining,Driller,4,No,Yes,Night,47,High,0,1
1144,56,Male,Agriculture,Farmer,4,No,No,Night,45,Low,2,1
1145,55,Male,Construction,Plumber,7,No,No,Day,54,Low,0,1
1146,31,Male,Agriculture,Harvester,3,No,Yes,Night,62,High,2,0
1147,22,Female,Healthcare,Paramedic,3,Yes,Yes,Night,59,Medium,0,0
1148,43,Female,Healthcare,Paramedic,2,No,Yes,Night,59,Low,0,0
1149,20,Female,Construction,Foreman,1,No,Yes,Day,42,Medium,1,1
1150,19,Male,Mining,Driller,10,No,No,Day,60,Medium,0,0
1151,35,Female,Agriculture,Harvester,4,Yes,No,Day,39,Medium,0,1
1152,42,Female,Construction,Plumber,0,No,Yes,Night,63,Low,0,1
1153,23,Male,Mining,Machine Operator,0,Yes,No,Night,32,Medium,0,0
1154,23,Female,Healthcare,Nurse,7,Yes,Yes,Night,41,Low,0,0
1155,56,Female,Agriculture,Harvester,4,No,No,Day,51,Low,0,0
1156,47,Female,Agriculture,Irrigation Technician,5,Yes,No,Night,37,High,2,0
1157,36,Male,Agriculture,Farmer,9,Yes,No,Day,37,Medium,0,0
1158,49,Male,Healthcare,Nurse,3,Yes,No,Day,55,Medium,0,0
1159,59,Male,Agriculture,Farmer,7,Yes,No,Day,62,High,0,0
1160,33,Female,Construction,Builder,7,No,No,Day,52,Medium,0,1
1161,25,Male,Mining,Machine Operator,6,Yes,No,Day,34,Low,0,0
1162,32,Male,Mining,Machine Operator,1,Yes,No,Day,42,Medium,0,0
1163,50,Male,Mining,Driller,0,Yes,Yes,Day,59,Medium,1,0
1164,18,Female,Mining,Surveyor,4,Yes,Yes,Night,67,High,0,0
1165,55,Male,Mining,Driller,7,Yes,No,Night,46,Low,0,1
1166,23,Female,Healthcare,Lab Technician,9,Yes,No,Day,43,Medium,0,0
1167,56,Female,Mining,Surveyor,5,Yes,Yes,Day,52,Medium,0,1
1168,42,Male,Construction,Foreman,6,Yes,No,Day,42,Medium,0,1
1169,26,Male,Healthcare,Lab Technician,4,No,Yes,Night,42,High,2,1
1170,59,Female,Healthcare,Nurse,1,Yes,No,Night,35,Medium,0,0
1171,36,Male,Agriculture,Irrigation Technician,6,Yes,Yes,Day,40,Medium,0,0
1172,18,Male,Healthcare,Nurse,1,Yes,Yes,Night,56,Medium,0,0
1173,29,Female,Agriculture,Farmer,4,Yes,Yes,Day,45,High,1,0
1174,46,Female,Construction,Foreman,3,Yes,No,Night,64,Medium,0,1
1175,48,Female,Mining,Machine Operator,1,Yes,Yes,Night,52,Medium,2,0
1176,31,Male,Agriculture,Irrigation Technician,1,Yes,Yes,Night,54,Medium,0,1
1177,43,Male,Agriculture,Harvester,5,Yes,No,Day,50,High,0,1
1178,59,Male,Mining,Driller,7,Yes,Yes,Day,35,Medium,0,1
1179,45,Male,Agriculture,Farmer,6,No,No,Night,51,Low,1,0
1180,22,Female,Agriculture,Farmer,6,Yes,Yes,Night,64,Low,0,0
1181,48,Male,Healthcare,Lab Technician,10,No,No,Day,66,High,1,1
1182,19,Female,Manufacturing,Quality Inspector,7,Yes,No,Night,69,Medium,0,0
1183,56,Male,Construction,Foreman,0,No,Yes,Night,50,Medium,0,0
1184,55,Male,Mining,Surveyor,8,Yes,No,Night,49,Medium,0,0
1185,49,Female,Healthcare,Paramedic,3,No,Yes,Night,32,Low,0,1
1186,30,Male,Healthcare,Nurse,1,Yes,Yes,Day,48,High,0,1
1187,52,Female,Manufacturing,Quality Inspector,2,No,No,Night,51,Medium,0,1
1188,20,Female,Manufacturing,Assembler,5,Yes,Yes,Night,49,High,0,0
1189,50,Female,Agriculture,Farmer,5,No,No,Night,45,Medium,0,1
1190,59,Female,Manufacturing,Assembler,1,No,Yes,Day,68,Medium,2,1
1191,26,Male,Manufacturing,Assembler,6,No,No,Day,61,Low,0,1
1192,22,Male,Construction,Electrician,5,Yes,Yes,Night,51,Medium,0,0
1193,35,Male,Construction,Builder,2,No,Yes,Night,45,Low,0,1
1194,46,Female,Manufacturing,Quality Inspector,5,No,Yes,Day,52,Medium,1,1
1195,38,Female,Manufacturing,Welder,5,Yes,No,Night,46,Low,0,0
1196,47,Male,Agriculture,Harvester,7,Yes,Yes,Night,48,Medium,0,0
1197,35,Male,Manufacturing,Quality Inspector,8,Yes,No,Day,68,Medium,0,0
1198,49,Male,Agriculture,Harvester,4,Yes,No,Day,46,Low,2,0
1199,42,Male,Mining,Driller,4,No,No,Night,50,Medium,0,0
1200,47,Male,Construction,Builder,3,Yes,No,Day,45,Medium,0,0
1201,33,Female,Manufacturing,Assembler,0,Yes,Yes,Night,50,Medium,1,1
1202,58,Male,Mining,Blaster,7,No,Yes,Day,35,Low,0,0
1203,19,Female,Construction,Builder,5,No,No,Night,67,Medium,0,0
1204,50,Female,Construction,Foreman,3,No,No,Night,30,High,2,1
1205,31,Female,Manufacturing,Quality Inspector,2,Yes,No,Night,60,High,0,0
1206,59,Female,Mining,Machine Operator,6,Yes,Yes,Day,61,High,0,0
1207,41,Female,Manufacturing,Welder,7,No,No,Night,47,Medium,0,0
1208,26,Male,Mining,Surveyor,4,No,Yes,Night,64,Medium,1,0
1209,36,Female,Agriculture,Irrigation Technician,4,No,Yes,Night,40,Medium,0,0
1210,53,Male,Healthcare,Lab Technician,4,No,No,Day,59,Medium,0,1
1211,48,Male,Construction,Builder,1,No,Yes,Night,58,High,0,1
1212,19,Male,Construction,Foreman,6,No,Yes,Night,49,Medium,0,0
1213,55,Male,Agriculture,Farmer,8,Yes,Yes,Day,40,Medium,0,0
1214,25,Female,Mining,Driller,6,No,No,Day,58,Medium,0,0
1215,31,Male,Healthcare,Lab Technician,12,Yes,No,Day,64,Medium,0,0
1216,20,Male,Manufacturing,Welder,4,No,No,Night,68,Medium,0,1
1217,56,Male,Construction,Foreman,6,Yes,No,Day,44,Low,0,0
1218,49,Female,Mining,Blaster,2,Yes,Yes,Night,52,Low,0,0
1219,31,Male,Manufacturing,Quality Inspector,0,No,Yes,Day,64,High,0,1
1220,50,Female,Healthcare,Paramedic,4,Yes,Yes,Day,37,Medium,0,1
1221,48,Female,Construction,Foreman,14,Yes,No,Day,32,Medium,1,0
1222,32,Female,Healthcare,Nurse,9,Yes,Yes,Night,52,Medium,0,0
1223,47,Female,Mining,Surveyor,6,Yes,No,Night,53,Medium,0,1
1224,54,Female,Healthcare,Nurse,6,Yes,Yes,Day,53,Medium,0,0
1225,32,Female,Mining,Driller,2,No,No,Day,30,High,1,0
1226,57,Female,Construction,Foreman,6,No,No,Night,36,Medium,0,0
1227,39,Female,Healthcare,Nurse,7,No,Yes,Night,57,Low,0,0
1228,45,Female,Manufacturing,Assembler,2,No,Yes,Day,53,Medium,0,0
1229,25,Male,Healthcare,Paramedic,4,Yes,Yes,Day,37,Medium,0,0
1230,54,Male,Mining,Surveyor,3,Yes,No,Night,63,Medium,0,1
1231,56,Male,Agriculture,Farmer,2,No,No,Day,43,High,0,0
1232,59,Female,Mining,Surveyor,4,Yes,No,Day,47,Low,0,0
1233,55,Female,Agriculture,Harvester,5,No,Yes,Night,60,Medium,0,0
1234,36,Female,Mining,Machine Operator,7,No,No,Night,40,Low,0,0
1235,40,Male,Mining,Blaster,9,No,Yes,Day,47,Medium,0,1
1236,42,Female,Construction,Foreman,5,Yes,Yes,Night,43,Medium,0,0
1237,32,Male,Healthcare,Paramedic,8,Yes,No,Day,57,Medium,0,0
1238,50,Female,Construction,Electrician,0,Yes,No,Night,39,Low,0,0
1239,54,Male,Construction,Builder,6,Yes,Yes,Day,69,Low,2,0
1240,46,Male,Healthcare,Paramedic,5,Yes,Yes,Day,62,Medium,1,0
1241,50,Male,Mining,Surveyor,3,Yes,Yes,Night,69,Medium,0,0
1242,18,Female,Construction,Electrician,6,Yes,Yes,Night,62,Low,0,1
1243,34,Female,Construction,Plumber,6,Yes,No,Night,63,Medium,0,0
1244,24,Male,Manufacturing,Welder,4,Yes,Yes,Day,44,Low,0,0
1245,42,Male,Manufacturing,Welder,8,Yes,No,Night,53,Low,0,1
1246,25,Male,Construction,Foreman,1,No,No,Night,68,Medium,0,0
1247,55,Female,Agriculture,Harvester,5,Yes,No,Night,57,High,0,1
1248,34,Male,Agriculture,Irrigation Technician,13,Yes,No,Day,62,Medium,0,0
1249,33,Female,Construction,Electrician,1,Yes,No,Night,58,Medium,0,1
1250,22,Male,Construction,Electrician,1,No,Yes,Day,39,Medium,0,0
1251,30,Female,Healthcare,Nurse,0,Yes,No,Night,37,Medium,0,0
1252,20,Female,Agriculture,Farmer,7,Yes,Yes,Night,40,High,0,1
1253,42,Male,Agriculture,Harvester,5,Yes,Yes,Night,68,Medium,0,1
1254,57,Female,Healthcare,Nurse,10,No,No,Day,30,High,0,1
1255,47,Female,Agriculture,Harvester,2,Yes,No,Night,60,Medium,0,0
1256,33,Male,Agriculture,Harvester,5,Yes,Yes,Day,36,Medium,0,0
1257,50,Female,Manufacturing,Assembler,6,Yes,No,Night,55,Low,0,0
1258,30,Female,Manufacturing,Quality Inspector,3,No,No,Day,65,Medium,1,0
1259,48,Female,Mining,Surveyor,11,No,Yes,Day,56,Low,0,0
1260,50,Male,Agriculture,Farmer,1,Yes,Yes,Night,49,Medium,1,1
1261,49,Female,Healthcare,Nurse,5,Yes,No,Night,57,Medium,0,0
1262,56,Female,Construction,Builder,7,Yes,Yes,Day,36,Medium,0,0
1263,56,Male,Construction,Plumber,6,Yes,No,Day,37,Medium,0,0
1264,34,Male,Construction,Electrician,0,Yes,No,Day,41,Medium,0,0
1265,25,Female,Mining,Machine Operator,8,No,Yes,Night,58,High,0,0
1266,33,Male,Manufacturing,Welder,4,No,No,Night,48,Low,0,1
1267,55,Female,Agriculture,Farmer,7,Yes,No,Day,55,High,0,1
1268,34,Male,Construction,Foreman,5,No,Yes,Night,44,Medium,0,0
1269,29,Male,Manufacturing,Assembler,7,No,Yes,Night,44,Medium,0,0
1270,52,Female,Mining,Machine Operator,7,Yes,Yes,Day,63,Medium,0,0
1271,22,Male,Healthcare,Nurse,6,No,Yes,Night,51,Medium,0,1
1272,29,Female,Manufacturing,Technician,0,Yes,No,Day,57,High,0,0
1273,40,Male,Healthcare,Nurse,0,No,No,Day,37,Medium,0,1
1274,56,Male,Agriculture,Farmer,5,No,Yes,Day,66,Medium,0,0
1275,57,Male,Manufacturing,Assembler,0,Yes,No,Night,63,Low,0,1
1276,40,Female,Healthcare,Lab Technician,3,Yes,No,Night,36,Medium,0,0
1277,55,Male,Healthcare,Nurse,7,Yes,Yes,Day,39,Low,0,0
1278,44,Male,Construction,Builder,6,Yes,No,Night,65,High,0,1
1279,28,Female,Mining,Machine Operator,5,No,No,Night,63,Low,0,0
1280,57,Male,Healthcare,Nurse,5,Yes,Yes,Night,41,Medium,0,0
1281,35,Female,Manufacturing,Welder,1,Yes,No,Day,35,Medium,0,1
1282,56,Male,Construction,Electrician,0,Yes,Yes,Day,41,Low,0,0
1283,18,Male,Mining,Surveyor,1,Yes,No,Day,53,Medium,0,1
1284,59,Female,Mining,Blaster,0,No,No,Day,46,Low,1,0
1285,41,Male,Healthcare,Paramedic,6,No,Yes,Night,42,Low,1,1
1286,33,Female,Manufacturing,Technician,7,No,Yes,Night,62,High,1,1
1287,30,Male,Agriculture,Farmer,2,Yes,No,Day,40,Low,0,0
1288,46,Female,Manufacturing,Assembler,7,Yes,No,Night,31,Medium,1,0
1289,38,Male,Manufacturing,Assembler,8,Yes,Yes,Night,31,Medium,0,1
1290,23,Male,Manufacturing,Technician,3,No,Yes,Night,55,Low,0,1
1291,23,Male,Mining,Driller,2,Yes,Yes,Day,31,Medium,0,0
1292,54,Female,Mining,Blaster,4,No,No,Day,57,Medium,0,0
1293,50,Male,Agriculture,Farmer,5,Yes,No,Night,47,High,0,0
1294,18,Female,Construction,Plumber,13,No,Yes,Night,42,Low,0,0
1295,20,Male,Healthcare,Lab Technician,7,Yes,No,Day,56,Low,0,1
1296,53,Male,Construction,Builder,7,No,No,Day,66,Low,1,0
1297,19,Female,Construction,Foreman,1,No,No,Day,65,Low,1,0
1298,42,Male,Agriculture,Irrigation Technician,5,Yes,No,Night,55,Medium,0,1
1299,31,Female,Agriculture,Harvester,6,Yes,Yes,Day,45,Low,1,0
1300,25,Male,Agriculture,Harvester,1,Yes,No,Day,53,Low,0,0
1301,19,Male,Mining,Driller,3,Yes,Yes,Night,47,Medium,0,0
1302,30,Male,Manufacturing,Technician,5,No,Yes,Night,62,High,0,1
1303,31,Male,Manufacturing,Technician,2,Yes,No,Day,59,Medium,0,0
1304,29,Female,Manufacturing,Welder,0,Yes,Yes,Night,57,High,0,0
1305,57,Female,Manufacturing,Welder,12,Yes,No,Night,49,Low,0,0
1306,51,Female,Healthcare,Nurse,7,Yes,No,Night,39,Low,0,0
1307,53,Female,Healthcare,Nurse,4,Yes,No,Day,52,High,0,0
1308,54,Female,Agriculture,Farmer,6,Yes,No,Day,35,Medium,0,0
1309,58,Male,Agriculture,Harvester,3,Yes,Yes,Day,55,Medium,0,0
1310,55,Female,Healthcare,Lab Technician,1,Yes,Yes,Day,35,Medium,0,0
1311,53,Male,Healthcare,Paramedic,3,Yes,Yes,Day,41,Low,0,0
1312,28,Male,Mining,Surveyor,4,Yes,Yes,Day,65,Medium,0,0
1313,35,Male,Manufacturing,Assembler,11,Yes,No,Night,39,High,0,0
1314,20,Female,Manufacturing,Technician,2,Yes,Yes,Day,60,Medium,0,1
1315,28,Male,Manufacturing,Assembler,7,Yes,Yes,Night,39,Low,0,0
1316,24,Male,Healthcare,Nurse,4,Yes,Yes,Day,44,Medium,1,0
1317,57,Female,Agriculture,Harvester,6,Yes,No,Day,36,Medium,0,1
1318,28,Male,Mining,Driller,12,No,No,Day,30,Medium,0,0
1319,19,Male,Mining,Surveyor,8,Yes,Yes,Day,50,Medium,0,0
1320,39,Female,Manufacturing,Welder,3,Yes,No,Night,49,Medium,0,1
1321,50,Female,Mining,Surveyor,7,No,No,Day,40,Medium,0,1
1322,30,Male,Agriculture,Irrigation Technician,6,No,Yes,Night,45,Medium,0,1
1323,43,Male,Healthcare,Nurse,6,No,No,Day,64,Low,0,0
1324,56,Female,Agriculture,Farmer,6,No,No,Night,57,Medium,0,1
1325,27,Female,Healthcare,Lab Technician,3,Yes,Yes,Night,59,Medium,0,0
1326,43,Female,Healthcare,Lab Technician,6,Yes,No,Day,30,Medium,0,0
1327,19,Male,Healthcare,Lab Technician,8,Yes,Yes,Night,30,Low,1,0
1328,57,Female,Mining,Surveyor,4,Yes,Yes,Day,33,High,0,0
1329,35,Female,Manufacturing,Welder,5,No,Yes,Night,38,Low,0,0
1330,24,Male,Agriculture,Farmer,5,Yes,Yes,Night,45,Medium,0,0
1331,54,Male,Healthcare,Paramedic,5,Yes,Yes,Night,46,High,0,0
1332,25,Male,Agriculture,Farmer,6,No,Yes,Day,62,Low,1,1
1333,27,Male,Mining,Machine Operator,2,Yes,No,Day,33,Medium,0,1
1334,41,Female,Manufacturing,Quality Inspector,3,No,No,Day,31,Low,0,0
1335,26,Male,Agriculture,Farmer,8,Yes,Yes,Day,39,Medium,1,1
1336,32,Female,Healthcare,Lab Technician,5,No,No,Day,64,Medium,0,1
1337,39,Male,Agriculture,Harvester,12,No,Yes,Day,52,Medium,1,1
1338,51,Female,Mining,Driller,6,Yes,Yes,Night,38,Medium,0,0
1339,23,Male,Healthcare,Paramedic,11,Yes,No,Night,65,Low,0,0
1340,43,Male,Mining,Blaster,9,No,No,Day,65,Low,0,0
1341,33,Male,Agriculture,Irrigation Technician,4,Yes,Yes,Day,69,Medium,0,1
1342,35,Male,Manufacturing,Welder,1,Yes,Yes,Night,39,Low,0,0
1343,56,Female,Construction,Builder,11,Yes,Yes,Night,49,Low,2,0
1344,51,Female,Manufacturing,Assembler,8,No,No,Day,68,Medium,1,1
1345,18,Female,Healthcare,Lab Technician,1,Yes,Yes,Night,57,Medium,1,1
1346,51,Male,Construction,Builder,7,Yes,No,Night,42,Medium,0,0
1347,49,Male,Mining,Surveyor,0,Yes,No,Day,60,High,0,0
1348,25,Male,Mining,Driller,1,Yes,Yes,Night,50,Medium,0,1
1349,23,Female,Agriculture,Harvester,4,No,No,Day,66,High,0,1
1350,42,Male,Healthcare,Nurse,9,Yes,Yes,Night,32,Low,0,0
1351,27,Female,Mining,Driller,2,Yes,No,Day,59,Medium,0,1
1352,29,Male,Agriculture,Harvester,7,Yes,No,Night,30,Medium,0,0
1353,30,Female,Mining,Driller,0,No,No,Night,39,Medium,1,1
1354,28,Male,Healthcare,Lab Technician,1,Yes,No,Day,49,Medium,0,0
1355,27,Female,Manufacturing,Quality Inspector,5,Yes,No,Night,60,Medium,0,1
1356,23,Female,Construction,Plumber,10,Yes,No,Night,43,Low,1,0
1357,36,Male,Mining,Blaster,8,Yes,Yes,Day,59,Low,1,0
1358,39,Female,Agriculture,Irrigation Technician,0,Yes,Yes,Night,54,High,1,1
1359,40,Female,Mining,Surveyor,2,No,No,Day,31,Low,0,0
1360,52,Female,Mining,Machine Operator,8,Yes,No,Night,42,Low,0,0
1361,51,Male,Manufacturing,Quality Inspector,4,No,Yes,Night,31,Medium,0,0
1362,45,Female,Construction,Electrician,8,Yes,Yes,Night,66,Medium,0,1
1363,21,Male,Construction,Foreman,7,No,No,Night,40,Low,1,0
1364,52,Female,Agriculture,Farmer,4,No,No,Day,31,Low,0,0
1365,46,Female,Mining,Surveyor,4,Yes,No,Night,63,High,0,1
1366,57,Female,Construction,Electrician,6,Yes,Yes,Day,47,High,0,1
1367,36,Female,Healthcare,Paramedic,6,Yes,Yes,Night,32,High,0,1
1368,34,Male,Healthcare,Paramedic,7,No,No,Night,65,High,0,0
1369,47,Male,Construction,Electrician,6,Yes,No,Night,40,Low,1,0
1370,25,Female,Healthcare,Nurse,4,No,Yes,Night,33,Low,1,0
1371,44,Male,Mining,Machine Operator,5,No,Yes,Day,33,Low,0,0
1372,21,Male,Agriculture,Harvester,0,No,Yes,Night,41,Low,0,0
1373,43,Male,Agriculture,Irrigation Technician,3,No,No,Day,57,Medium,0,1
1374,30,Female,Manufacturing,Assembler,4,No,No,Night,42,Medium,0,0
1375,27,Female,Construction,Foreman,2,Yes,Yes,Night,38,Medium,1,1
1376,49,Male,Agriculture,Irrigation Technician,8,No,No,Night,62,High,0,1
1377,30,Female,Healthcare,Lab Technician,2,Yes,Yes,Day,37,Low,0,0
1378,37,Male,Mining,Machine Operator,7,No,Yes,Night,45,Medium,0,0
1379,50,Female,Mining,Surveyor,4,Yes,Yes,Night,52,Medium,1,0
1380,24,Female,Mining,Driller,8,Yes,No,Night,44,Medium,0,0
1381,55,Female,Healthcare,Nurse,7,Yes,No,Night,40,High,0,1
1382,41,Female,Manufacturing,Technician,6,Yes,Yes,Night,48,Low,0,0
1383,25,Female,Mining,Driller,0,No,No,Day,52,High,1,0
1384,32,Female,Healthcare,Nurse,1,Yes,No,Day,30,High,0,1
1385,31,Male,Construction,Foreman,4,No,Yes,Night,47,High,1,0
1386,44,Female,Construction,Electrician,7,Yes,Yes,Day,56,Medium,0,0
1387,36,Female,Construction,Foreman,1,Yes,No,Day,64,Low,1,0
1388,54,Male,Mining,Machine Operator,0,Yes,Yes,Day,32,Medium,0,1
1389,43,Female,Mining,Driller,5,No,Yes,Day,50,Medium,0,0
1390,44,Male,Agriculture,Harvester,0,Yes,No,Night,46,Medium,0,0
1391,26,Male,Manufacturing,Assembler,2,Yes,Yes,Day,44,Medium,0,0
1392,50,Male,Construction,Builder,9,Yes,No,Night,53,High,0,0
1393,27,Female,Mining,Blaster,7,No,Yes,Night,40,Low,1,0
1394,54,Male,Mining,Machine Operator,0,No,Yes,Day,49,Medium,0,0
1395,28,Female,Healthcare,Paramedic,2,Yes,Yes,Night,54,Low,0,0
1396,31,Male,Agriculture,Irrigation Technician,6,Yes,No,Night,30,Medium,0,0
1397,22,Male,Construction,Builder,7,No,Yes,Day,52,Medium,0,0
1398,33,Male,Construction,Builder,5,Yes,No,Day,62,High,0,0
1399,43,Male,Mining,Surveyor,11,Yes,Yes,Day,43,Low,0,0
1400,32,Male,Healthcare,Nurse,5,No,No,Night,48,Medium,0,1
1401,27,Female,Healthcare,Paramedic,3,Yes,No,Day,57,Low,0,0
1402,59,Male,Manufacturing,Quality Inspector,1,No,Yes,Day,58,High,0,1
1403,49,Female,Healthcare,Paramedic,5,No,No,Night,68,Medium,0,0
1404,32,Female,Construction,Foreman,8,Yes,No,Night,42,High,0,0
1405,41,Male,Mining,Machine Operator,7,Yes,No,Night,51,Low,0,1
1406,26,Female,Construction,Plumber,12,Yes,Yes,Day,57,High,0,1
1407,27,Female,Healthcare,Nurse,8,Yes,Yes,Day,47,Medium,0,0
1408,23,Female,Manufacturing,Welder,5,Yes,Yes,Night,69,Medium,0,0
1409,27,Female,Manufacturing,Welder,3,No,Yes,Day,36,Medium,0,1
1410,56,Male,Construction,Electrician,2,Yes,No,Day,57,Medium,0,0
1411,32,Female,Healthcare,Lab Technician,6,No,No,Day,41,Low,0,1
1412,59,Male,Healthcare,Paramedic,3,No,No,Day,57,Low,0,0
1413,57,Female,Agriculture,Irrigation Technician,8,No,Yes,Day,55,Low,0,1
1414,35,Female,Construction,Builder,5,No,Yes,Night,36,Low,1,0
1415,40,Female,Construction,Builder,10,Yes,Yes,Night,38,Low,1,0
1416,52,Female,Healthcare,Lab Technician,4,No,No,Night,62,Medium,0,0
1417,51,Female,Construction,Plumber,5,Yes,No,Night,61,Medium,0,1
1418,50,Male,Healthcare,Paramedic,5,No,Yes,Day,61,Low,0,1
1419,48,Male,Mining,Driller,7,No,No,Day,44,Low,1,0
1420,26,Female,Agriculture,Irrigation Technician,3,Yes,Yes,Night,66,High,0,1
1421,35,Male,Mining,Blaster,9,No,Yes,Night,38,Medium,0,0
1422,23,Female,Construction,Foreman,7,Yes,Yes,Night,43,Low,0,0
1423,30,Female,Manufacturing,Welder,3,No,Yes,Day,50,Medium,0,1
1424,43,Female,Healthcare,Paramedic,8,No,Yes,Day,57,Low,0,0
1425,53,Female,Manufacturing,Assembler,0,Yes,Yes,Day,58,Low,0,0
1426,20,Male,Healthcare,Nurse,5,Yes,Yes,Night,31,High,0,0
1427,43,Male,Agriculture,Harvester,7,No,Yes,Night,68,Medium,1,1
1428,32,Male,Manufacturing,Quality Inspector,7,Yes,Yes,Day,37,High,0,0
1429,43,Male,Healthcare,Paramedic,4,No,Yes,Day,34,Low,0,0
1430,48,Female,Agriculture,Irrigation Technician,6,Yes,Yes,Night,68,High,0,1
1431,57,Male,Mining,Driller,6,No,Yes,Night,56,Low,0,0
1432,24,Female,Construction,Foreman,6,No,Yes,Day,56,Medium,0,0
1433,30,Female,Agriculture,Farmer,3,No,No,Day,51,Medium,0,0
1434,59,Male,Manufacturing,Assembler,2,No,No,Day,33,Low,0,0
1435,33,Female,Healthcare,Nurse,6,No,No,Day,57,Medium,0,0
1436,31,Male,Agriculture,Farmer,3,Yes,Yes,Day,54,Medium,0,0
1437,24,Male,Agriculture,Farmer,9,No,Yes,Night,66,Medium,0,0
1438,32,Female,Mining,Driller,7,No,Yes,Day,55,Medium,0,1
1439,18,Female,Manufacturing,Technician,1,Yes,Yes,Day,46,Medium,0,1
1440,38,Female,Construction,Foreman,9,Yes,Yes,Night,42,Medium,0,0
1441,18,Female,Agriculture,Farmer,3,No,Yes,Day,43,Medium,0,0
1442,53,Male,Healthcare,Paramedic,1,Yes,No,Day,61,Low,0,1
1443,27,Female,Mining,Surveyor,3,Yes,No,Day,42,Medium,0,0
1444,55,Female,Mining,Blaster,7,Yes,Yes,Day,54,Medium,0,1
1445,50,Female,Mining,Surveyor,8,No,No,Night,37,High,1,1
1446,41,Female,Manufacturing,Quality Inspector,5,No,No,Day,35,High,0,1
1447,49,Female,Manufacturing,Technician,7,Yes,No,Day,48,Low,0,0
1448,19,Male,Healthcare,Nurse,5,No,No,Day,38,Low,0,0
1449,53,Male,Healthcare,Paramedic,9,Yes,Yes,Night,49,Medium,0,0
1450,21,Male,Manufacturing,Quality Inspector,1,No,No,Night,46,Medium,0,0
1451,32,Female,Healthcare,Paramedic,2,Yes,Yes,Night,49,High,0,0
1452,33,Female,Mining,Machine Operator,7,No,No,Day,59,High,0,1
1453,26,Male,Healthcare,Lab Technician,5,No,Yes,Night,54,Medium,0,1
1454,44,Female,Agriculture,Harvester,0,No,Yes,Night,51,Low,0,0
1455,44,Female,Mining,Driller,5,Yes,Yes,Night,61,Medium,1,0
1456,38,Male,Healthcare,Paramedic,2,Yes,No,Day,39,Medium,0,0
1457,42,Male,Manufacturing,Welder,7,No,Yes,Day,65,Medium,1,0
1458,28,Male,Mining,Surveyor,5,Yes,No,Night,59,Low,0,0
1459,44,Female,Healthcare,Paramedic,4,Yes,No,Night,33,Medium,0,0
1460,53,Female,Agriculture,Irrigation Technician,4,No,Yes,Day,48,Low,2,0
1461,45,Male,Healthcare,Lab Technician,10,No,No,Day,66,Low,0,0
1462,38,Male,Healthcare,Lab Technician,0,No,No,Day,38,Low,0,1
1463,33,Female,Healthcare,Lab Technician,5,No,No,Night,37,Medium,0,0
1464,34,Female,Healthcare,Paramedic,10,Yes,Yes,Night,68,Low,0,0
1465,30,Female,Agriculture,Irrigation Technician,2,Yes,No,Day,69,Medium,0,0
1466,19,Male,Construction,Plumber,5,No,Yes,Night,40,Medium,0,0
1467,28,Female,Healthcare,Lab Technician,3,Yes,Yes,Day,60,Low,0,0
1468,31,Male,Mining,Surveyor,0,No,No,Night,57,High,0,0
1469,34,Male,Mining,Blaster,5,Yes,No,Day,38,Low,0,0
1470,40,Female,Agriculture,Harvester,6,Yes,No,Day,34,Low,0,0
1471,20,Male,Mining,Driller,0,Yes,Yes,Day,41,Low,0,0
1472,35,Female,Mining,Machine Operator,10,Yes,Yes,Night,32,Medium,0,1
1473,27,Female,Agriculture,Farmer,1,No,Yes,Night,33,Low,0,0
1474,21,Male,Mining,Driller,11,Yes,Yes,Day,44,Medium,0,0
1475,59,Male,Manufacturing,Technician,1,No,No,Night,64,Medium,0,1
1476,18,Female,Mining,Machine Operator,7,No,Yes,Day,32,Low,0,0
1477,42,Male,Mining,Machine Operator,3,No,Yes,Night,55,Low,0,1
1478,44,Female,Manufacturing,Welder,3,No,No,Day,62,High,0,0
1479,38,Female,Manufacturing,Welder,3,No,Yes,Day,66,Medium,0,0
1480,58,Female,Manufacturing,Technician,6,Yes,No,Night,64,High,0,1
1481,46,Female,Mining,Machine Operator,0,No,Yes,Night,48,Low,2,1
1482,33,Female,Manufacturing,Technician,3,Yes,Yes,Day,62,High,0,0
1483,55,Male,Agriculture,Farmer,1,Yes,No,Night,34,Medium,0,0
1484,42,Male,Agriculture,Irrigation Technician,8,Yes,Yes,Night,62,Medium,0,0
1485,27,Male,Healthcare,Nurse,4,No,Yes,Day,63,High,0,1
1486,49,Female,Mining,Machine Operator,5,Yes,Yes,Night,42,Low,0,0
1487,22,Male,Healthcare,Paramedic,2,Yes,Yes,Night,47,Medium,0,0
1488,50,Male,Manufacturing,Welder,6,Yes,No,Day,34,Low,2,0
1489,22,Male,Mining,Blaster,6,Yes,Yes,Day,33,Medium,0,0
